accuracy	nps
0.2216651476	inf 1 & #
0.2216524913	network approach
0.2216441972	filled with
0.2215983920	a smart home
0.2215777745	the nasa
0.2215725915	comparison of three
0.2214966998	data acquisition and
0.2214449132	acquisition system
0.2213924016	the general co
0.2213575944	unknown control
0.2212713617	scattering by
0.2211636707	power divider with
0.2211581724	the internet
0.2210416032	control framework
0.2209659966	registration of
0.2209497336	technology based
0.2208955596	the air
0.2207227033	algorithm to
0.2207025189	driven approach
0.2205503637	high thermal
0.2205346371	detection system
0.2205185126	application as
0.2204104066	a bidirectional
0.2203689532	8 & #
0.2202846824	predictive current control for
0.2202766143	the middle
0.2201600770	a fixed wing
0.2201456011	management strategy for
0.2201079572	model based approach
0.2200923105	fuzzy control for
0.2200363121	based anomaly
0.2199813071	production from
0.2199102132	efficient image
0.2198961547	using google
0.2198559694	efficient algorithm
0.2196043037	in colombia
0.2194968584	resonant dc
0.2194643008	web application for
0.2193628736	acoustic channels
0.2192483035	a dual
0.2192393844	vector machine
0.2190989545	optimization model for
0.2189955916	parameter optimization for
0.2189912642	capability of
0.2189683017	time difference
0.2189213389	kalman filter for
0.2188971835	sensor for
0.2187763397	a dc motor
0.2185165812	pumping system
0.2184097053	learning techniques
0.2183584231	a comparison of
0.2183514407	band antenna for
0.2182708313	spherical near
0.2182456236	an investigation on
0.2182271630	index sensing
0.2181683470	routing in
0.2180084082	decision support for
0.2179992746	extraction method of
0.2179066027	vision system
0.2178595669	motion planning with
0.2176261612	identification from
0.2176161618	distributed generation system
0.2173661606	mri based
0.2171519364	r & #
0.2171278522	state observer for
0.2170017331	forest algorithm
0.2169785202	simulation study on
0.2169709062	research on control strategy of
0.2169357389	partial discharge in
0.2168759569	dynamic response of
0.2168364404	voltage control of
0.2167239434	health monitoring using
0.2166556559	channel model for
0.2166377781	anomaly detection using
0.2165885936	with focus on
0.2164550099	representation based
0.2163815435	load forecasting based on
0.2163799689	setup for
0.2163456828	a fuzzy logic
0.2163409984	target tracking using
0.2163202185	registration based
0.2162332029	fault diagnosis system
0.2162148117	co simulation of
0.2161421928	the horizon
0.2161190239	0.18 & #
0.2159065050	location method
0.2157984603	a low voltage
0.2157727529	transmitter with
0.2157010653	adaptive algorithm
0.2156044175	a parallel
0.2155531798	microstrip antenna for
0.2154734284	proof of
0.2154558169	line monitoring
0.2154553718	strength of
0.2154275860	3 inf
0.2153994655	adc with
0.2153944115	formation of
0.2153763570	and svm
0.2153578179	using ant colony
0.2152917879	clustering algorithm for
0.2152710662	the smap
0.2152454529	a power efficient
0.2151666612	dc converter
0.2151612202	vco using
0.2148687546	voltage regulation in
0.2148192978	a spherical
0.2148179673	position control for
0.2146930955	selection based
0.2146192061	a vision based
0.2145047231	list of
0.2144148896	parameter estimation for
0.2144046986	a dual mode
0.2143409597	an extension of
0.2143388123	scheduling in
0.2143063896	tunable dual
0.2142416776	propagation in
0.2142364505	mining approach
0.2140958570	fault detection for
0.2139988262	streaming over
0.2139076377	deep neural
0.2138898341	segmentation based
0.2138581628	stability of power
0.2138389433	measurement method of
0.2138070990	maximization in
0.2136860620	an event
0.2136516374	fault location in
0.2136459810	architecture based
0.2136166389	control system of
0.2135500330	particle swarm optimization and
0.2135277376	a theoretical
0.2134924196	tracking controller for
0.2132593902	filter based on
0.2131325121	image classification using
0.2130974801	viability of
0.2130913766	papr reduction in
0.2130595259	image compression using
0.2129020949	charging system
0.2128459980	dynamic modeling of
0.2127380256	mobile robot based
0.2126321405	vector control of
0.2124469376	massive mimo with
0.2122265214	a performance comparison
0.2121963519	importance of
0.2121596757	fuzzy neural
0.2121326924	a genetic algorithm
0.2121090715	the value of
0.2119960496	a multi level
0.2119388971	optimization approach to
0.2118310620	scheduling for
0.2117183725	emergence of
0.2116802200	using gsm
0.2116543410	a high efficiency
0.2116209072	the republic of
0.2114631621	the electric field
0.2114533992	the development of
0.2114376529	analysis and control of
0.2114355552	exploratory study on
0.2114205873	image segmentation based
0.2113042111	computing applications
0.2112293324	power wireless
0.2112028973	physical human
0.2111956608	integrated with
0.2111901286	the near field
0.2111350208	acceptance of
0.2111172037	real time visual
0.2110848740	battery electric
0.2109714098	a fuzzy
0.2109534367	hybrid wireless
0.2109398433	a novel approach to
0.2108978933	for use in
0.2108948392	recommender system for
0.2107592924	comprehensive analysis of
0.2107025000	an analog
0.2105821909	a real
0.2105522733	simulation study of
0.2105189662	regulation of
0.2104839732	line model
0.2104789252	of merit
0.2104503092	level performance
0.2104210144	the feasibility of
0.2104032887	fault tolerance in
0.2102899393	e learning system
0.2102574995	energy management system for
0.2101195218	a high frequency
0.2101023621	cooling system
0.2101006415	a family of
0.2100327894	the world
0.2099301453	1 inf
0.2098999699	implementation and evaluation of
0.2098131533	a decentralized
0.2098129086	inf laser
0.2096972318	growth of
0.2096968187	gate driver for
0.2096281663	filter for
0.2095279005	adaptation to
0.2095008818	reconstruction based
0.2094584474	detection and
0.2094422111	recognition system using
0.2094220285	thermal performance of
0.2093515437	classification by
0.2092534846	enhanced by
0.2092093024	research and development of
0.2090834899	coupling to
0.2089055638	image classification based on
0.2088210116	rfid system
0.2087660788	method to
0.2085573900	controller design of
0.2084367472	a linear programming
0.2084047730	the north
0.2083041333	a bayesian
0.2082098948	spectrum sharing in
0.2081211561	modeling and optimization of
0.2081137027	oriented to
0.2081046009	model with
0.2080945342	distribution network with
0.2080800717	representation for
0.2080618132	the perspective of
0.2080532953	performance under
0.2080483486	detection scheme for
0.2080395937	the frequency domain
0.2079963731	simulator for
0.2079842308	harmonic generation in
0.2079033817	adaptation in
0.2079027426	k & #
0.2078752940	detection algorithm for
0.2078211949	a preliminary study on
0.2076474501	control for discrete time
0.2076195521	classification from
0.2075501281	performance investigation of
0.2072157805	factor analysis of
0.2071838700	matrix factorization for
0.2071784301	the question
0.2070954686	collision avoidance for
0.2070732119	scheduling model
0.2069350055	autonomous navigation of
0.2068803941	out of
0.2067472276	management framework for
0.2066075116	detector for
0.2065714067	model parameter
0.2064503475	an implementation
0.2063956117	progress in
0.2063087828	g & #
0.2062905232	using gabor
0.2062798357	fuzzy adaptive
0.2062785933	cooling system for
0.2062074122	an eye
0.2061721306	an investigation of
0.2061182335	tracking via
0.2060911935	survey of
0.2060493098	estimation scheme
0.2059662208	interrogation of
0.2059562548	with dementia
0.2059493747	a detailed
0.2058746089	status and
0.2058286750	a monolithic
0.2058196998	an evaluation of
0.2057922602	a cubesat
0.2057893990	lifetime of
0.2057524973	technique based on
0.2057521595	a low
0.2057252171	feature extraction based on
0.2057003629	circuit for
0.2056728296	used to
0.2056314344	using support vector
0.2055774304	broadband high
0.2055263886	the success
0.2054954668	face recognition based on
0.2054542079	imaging at
0.2054113657	multilevel converter with
0.2053896442	a high power
0.2053631186	system stability
0.2053246462	a 3d printed
0.2052457000	reduction by
0.2050389474	antenna array with
0.2049446655	multi agent system with
0.2048614950	and energy efficiency
0.2048436731	task scheduling in
0.2047327129	system for electric vehicle
0.2046410964	detection system for
0.2046041209	interference cancellation in
0.2045921994	thermal analysis of
0.2043570728	learned from
0.2042640359	methodology to
0.2042170057	a new method of
0.2042039809	the ieee
0.2041980758	signal model
0.2041849571	torque control for
0.2041354351	the evolution of
0.2041344860	robust object
0.2038677012	resource allocation with
0.2038673363	network based approach
0.2038641703	variation of
0.2038601922	resonant converter for
0.2038338303	face recognition using
0.2038126252	a simulation based
0.2037125046	estimation scheme for
0.2035757639	a conical
0.2035122580	in case of
0.2034780935	droop control for
0.2034289529	a semi
0.2033915846	frequency regulation in
0.2033750743	detection system based on
0.2031911905	demand side management in
0.2031748959	force control for
0.2029716036	real time simulation of
0.2028859258	wavelet transform for
0.2026088948	guided mode
0.2024645498	measurement at
0.2023983570	loop control of
0.2022415135	inspection system
0.2020767148	reluctance motor with
0.2020327458	fuzzy controller for
0.2019816893	an application of
0.2019114503	neural network for
0.2017346799	pilot study on
0.2016592202	automatic detection
0.2016024524	mounted on
0.2015295381	dynamic bayesian
0.2015144774	the design of
0.2014370607	system utilizing
0.2013376117	localization method for
0.2013057308	middleware for
0.2012352051	effect of different
0.2008664476	vibration control of
0.2008047676	the number of
0.2007577262	current control of
0.2007381636	in ecuador
0.2006926426	positioning system using
0.2006275950	a deep learning
0.2005414093	processing method
0.2003493535	absorber based on
0.2003046702	in named data
0.2000488492	coupled to
0.1999257151	behavior based
0.1998450168	different types
0.1998413586	power transfer system
0.1998128855	imaging of
0.1997743923	face recognition with
0.1997383722	eeg signals using
0.1995917508	system design for
0.1995887267	dataset for
0.1995806237	feature extraction using
0.1995709244	control based on
0.1995597465	focused on
0.1994355696	trajectory generation for
0.1994311392	mechanical design
0.1993884393	diagnostic system
0.1993828872	software implementation of
0.1993140332	relay selection for
0.1993090547	remote control of
0.1993026691	a mobile
0.1991903083	a high resolution
0.1991894323	routing problem with
0.1991456243	demand response in
0.1989959517	the potential of
0.1989590350	converter with high
0.1989117504	imaging using
0.1988372532	from rgb
0.1987849709	dc converter for
0.1987656454	a multifunctional
0.1986643370	control over
0.1984957292	traction power
0.1984681368	induction motor with
0.1984484982	mimo antenna for
0.1984413454	the possibility of
0.1984246969	serious game for
0.1983893905	a novel method for
0.1983305496	a 2d
0.1981876728	a comparison between
0.1981751608	point to
0.1981189114	system architecture
0.1980288116	quality of
0.1977964275	estimation method of
0.1976500550	event detection in
0.1976339126	degradation of
0.1975570417	an evaluation
0.1975326488	formation control for
0.1975318892	path planning based on
0.1974293145	delay analysis
